일시,대여소,대여건수,반납건수
202108,275. 신동아아파트,1,0
202108,2824.미래사랑어린이공원 앞,3,1
202108,283. 아크로타워 스퀘어(영등포시장),1,1
202108,285. 대림3동사거리(하나은행),1,0
202108,286. 우성아파트 교차로,3,0
202108,287. 영등포전화국사거리 (서강어린이공원),1,0
202108,290. 당산동 SK V1 빌딩,1,0
202108,2908. 광운대학교 중앙도서관,4,4
202108,2909. 석계역 3번 출구,1,0
202108,2910.도깨비시장,1,0
202108,296.KT플라자 영등포점,8,7
202108,299.여의도 순복음교회,2,6
202108,300. 정동사거리,1,0
202108,3002.벽산상암스마트큐브 ,3,2
202108,3005.마포구청 청사내,2,0
202108,3009.서교동사거리(신),5,1
202108,301. 경복궁역 7번출구 앞,1,0
202108,3010.홍대입구역 3번출구,16,20
202108,3011.경의선(노고산동),3,7
202108,3013.서울지방고용노동청 앞,0,1
202108,302. 경복궁역 4번출구 뒤,2,3
202108,303. 광화문역 1번출구 앞,0,1
202108,308. 광화문 S타워 앞,1,1
202108,309. 광화문역 6번출구 옆,2,1
202108,310. 청계광장 옆,0,1
202108,3100. 북성초교,1,0
202108,3101. 서대문구청,3,6
202108,3102. 연희삼거리,0,2
202108,3103. 홍제삼거리 북측,2,0
202108,3111.무악재역 4번 출구,1,1
202108,3114.충정로역 3번 출구,1,4
202108,3116.신촌역 4번출구,3,0
202108,3117.이화여대 인문관 인근,0,2
202108,3119.연희 브라운스톤 아파트 앞,5,5
202108,3120.DMC엘가아파트 앞,0,1
202108,3124.DMC센트럴아이파크아파트,3,3
202108,3125.연희파크푸르지오아파트 앞,1,2
202108,3133.핀란드 타워앞,3,0
202108,314. 국립현대미술관,0,1
202108,316. 종각역 1번출구 앞,0,1
202108,318. 광교사거리 남측,1,2
202108,320. 을지로입구역 4번출구 앞,2,0
202108,3201.당산skv1센터,3,1
202108,321. KEB 하나금융그룹 명동사옥 옆,5,7
202108,322. 명동성당 앞,1,0
202108,324. 신세계백화점 본점 앞,3,3
202108,326. 안국역 5번출구 앞,1,2
202108,327. 낙원상가 옆,3,3
202108,328. 탑골공원 앞,0,2
202108,329. 청계2가 사거리 옆,5,2
202108,3307.봉천고개 육교,1,1
202108,335. 종로3가역 15번출구 앞,1,0
202108,336. 티마크 호텔 앞,3,4
202108,337. 창경궁 입구,3,1
202108,338. 세운스퀘어 앞,1,0
202108,339. 종로4가 사거리,1,0
202108,3405.파크팰리스,2,0
202108,3407.안국동사거리(신),1,1
202108,3408.종로타워빌딩,2,2
202108,341. 혜화역 3번출구 뒤,1,0
202108,3414.종로5가역 4번출구,2,4
202108,3416.동묘앞역 6번출구,0,1
202108,3419.국립어린이과학관,1,0
202108,342. 대학로 마로니에공원,3,1
202108,3421.혜화역 1번출구,1,1
202108,3422.성균관대 정문,2,2
202108,344. 성균관대 E하우스 앞,1,1
202108,346. 맥스타일 앞,2,0
202108,347. 동대문역사문화공원역 9번출구 앞,2,2
202108,348. 독립문역 사거리,1,0
202108,3501. 광진구청 앞,1,0
202108,3504. 원일교회,4,1
202108,3505. 신양초교앞 교차로,2,1
202108,3506. 영동대교 북단,1,2
202108,3509. 세종사이버대학교,4,1
202108,351. 청운초교 앞 삼거리,0,1
202108,3511. 응봉역 1번출구,5,4
202108,3513. 상왕십리역 1번출구,2,0
202108,3515. 서울숲 관리사무소,16,12
202108,3528. 광진정보도서관,1,1
202108,353. 재동초교 앞 삼거리,2,2
202108,3531. 논골사거리(금호도서관 입구),1,0
202108,3533. 건대입구역 사거리(롯데백화점),6,6
202108,3536. 중앙농협(자양동),1,1
202108,354. 포르투갈 대사관 앞,1,0
202108,3541. 커먼그라운드,1,3
202108,3544.한양대역 3번 출구,1,1
202108,3545.한양대역 1번출구,1,0
202108,3549.건영아파트 앞,4,9
202108,355. 서울사대부속초교 앞,1,0
202108,3552.서울숲 공영주차장앞,5,6
202108,3558.마장동 금호어울림APT앞,0,1
202108,3559.성동구민종합체육센터 앞,8,4
202108,356. KT혜화지사 앞,2,0
202108,3569.건대병원후문,3,9
202108,3570.구의역 리버비스타 오피스텔,0,1
202108,3575.자양사거리 (LG 유플러스),2,6
202108,3582.화양동 우체국,6,4
202108,359. 원남동사거리,2,3
202108,3600.사근빗물펌프장 건너편,0,1
202108,3603. 삼성역 2번출구,0,2
202108,3606. 신사동주민센터 옆,3,0
202108,361. 동묘앞역 1번출구 뒤,0,2
202108,3618. 서울율현초교 삼거리,1,0
202108,362. 청계8가 사거리,1,0
202108,3620. 청담역 11번 출구,0,1
202108,3627. 압구정나들목,10,12
202108,3628. 역삼1동 주민센터,1,0
202108,3637. 세곡데이케어센터,0,1
202108,3638. 신청담나들목,1,1
202108,3657. 서울천호동우체국,3,0
202108,3664. 맥도날드 서울둔촌DT점 앞,2,0
202108,368. SK 서린빌딩 앞,1,1
202108,3680. 강동역3번출구,0,3
202108,369. 광화문 시민열린마당,2,0
202108,370. 시청역(2호선) 9번출구 뒤,5,0
202108,371. 동대입구역 6번출구 뒤,3,0
202108,372. 약수역 3번출구 뒤,0,2
202108,3758. 서울남부출입국관리소,0,1
202108,3762. 마곡9단지 907동앞,1,0
202108,3769. 가양동 이마트 앞,6,0
202108,3778. 김포공항입구 교차로,0,1
202108,3782. 겸재정선미술관,0,1
202108,3787. 가양나들목,0,1
202108,3788. 정곡나들목,1,2
202108,3789. 염창나들목,2,0
202108,379. 서울역9번출구,8,0
202108,3794. 안양천합수부(현대3차아파트),2,3
202108,3802. 관악구민체육센터,0,2
202108,3803. 세븐일레븐 신림점,2,0
202108,3811.신사로입구,3,0
202108,3812. KT관악지점,1,1
202108,382. 약수역 10번출구 앞,0,1
202108,385. 종각역 5번출구,2,1
202108,3860. 건국대학교 정문 앞,1,1
202108,3864. 광진소방서 앞,2,2
202108,387. 훈련원공원주차장 앞,5,1
202108,3879. 중랑천 뚝방길 산책로 입구,1,1
202108,3882. 자양2동 주민센터,1,0
202108,390. 충무로역 1번출구,2,2
202108,3904. 테크노마트 앞,0,2
202108,3910. 목양전원교회 앞 로터리,4,4
202108,393. 동대문역 8번 출구,4,3
202108,394. 경희궁 자이 3단지,1,1
202108,395. 경희궁 자이 2단지,1,1
202108,3966. 독산역1번출구 옆,1,0
202108,397. 종묘공영주차장 건너편,2,0
202108,398. 을지로3가역 3번출구,2,4
202108,399. 서울역 센트럴 자이아파트,2,3
202108,4002. 상계주공 14단지 상가 앞,3,2
202108,4003. 스타벅스 상계초교사거리점,1,0
202108,4004. 당고개입구오거리 당현천변,2,2
202108,4013. 중계 롯데마트,1,1
202108,4029. 청소년수련관 후문,1,1
202108,4033. 녹천 자동차운전 전문학원 (녹천역 4번 출구),5,5
202108,4040. 공릉로 26길,1,0
202108,405. DMC빌 앞,3,5
202108,4062. 평화도봉공원 주변,3,3
202108,4065. 창동역 1번출구 앞,1,1
202108,4076. 진영상운 앞 중랑천 변,1,2
202108,4077. 도봉제1교,0,2
202108,4103. 휘경sk뷰아파트 앞,1,0
202108,4104. 외대앞역 교차로,1,3
202108,4110. 용두롯데캐슬리치아파트 앞,1,0
202108,4113. 한국국방연구원 앞,4,6
202108,4116. 이문e편한세상아파트 앞,1,1
202108,412. DMC산학협력연구센터 앞,1,1
202108,4121. 서울문화재단 앞,4,6
202108,4122. 청계9가교차로 앞,1,0
202108,415. DMC역 9번출구 앞,1,0
202108,4167. 구로교 아래,1,1
202108,418. 월드컵경기장역 3번출구 옆,0,1
202108,420. 서울시 공공자전거 상암센터,1,2
202108,4202. 프런트원(공덕역4번출구 앞),1,1
202108,4206. 광흥창역5번출구,1,0
202108,4207. 아만티호텔 앞,1,3
202108,4208. 스타벅스(동교동) 앞,0,1
202108,421. 마포구청 앞,4,6
202108,4211. 시석빌딩 앞,2,3
202108,428. 명보사거리,1,0
202108,4305. 서일스포츠센터,1,0
202108,4306. 서래공원 앞,0,1
202108,431. 청계천 영도교,3,1
202108,4313. 반포종합운동장,2,0
202108,4320. 신영체르니 아파트,5,4
202108,433. 을지로입구역 2번출구,0,2
202108,434. 신당 래미안 버스정류장,0,1
202108,435. SK 남산빌딩,2,1
202108,4353. 코오롱디지털타워 3차앞,1,0
202108,4362. 행당중학교 후문,2,3
202108,437. 대흥역 1번출구,2,3
202108,4370. 서울숲IT캐슬 앞,1,4
202108,438. 성산2-1 공영주차장,1,0
202108,439. 마포어린이공원,4,9
202108,440. 하늘공원 입구,6,6
202108,442.서울역 서부,0,3
202108,4452. 삼성SDS,6,7
202108,4457. 아산병원 기숙사 부근,1,1
202108,4464. 올림픽공원 북2문,2,1
202108,4481. 올림픽공원 북2문 2,2,2
202108,4483. 잠실나들목4,3,3
202108,4484. 잠실나루역4번출구뒤,1,4
202108,4485. 잠실나루역 고가하부,1,0
202108,4486. 홈플러스 잠실점,2,3
202108,449. 일성아파트,1,1
202108,450. 효자동 삼거리,0,1
202108,4508. 유원목동아파트 앞,0,1
202108,451. 청와대앞길,0,2
202108,452. 동대문 종합시장 버스정류장,1,0
202108,4522. 다이소신곡시장점,0,1
202108,453. 종로오가 지하쇼핑센터 14번출구,2,2
202108,454. 종로2가 버스정류장 (종각방향),1,3
202108,4553. 당산삼성2차아파트,1,1
202108,4559. 신길역 2번출구,0,1
202108,4561. 양평역 1번출구,0,2
202108,4564. 63스퀘어,1,5
202108,4567. 한림대학교 강남성심병원 신관,1,0
202108,4569. 힐스테이트클래시안아파트,1,1
202108,457. 종로꽃시장 입구 옆,0,1
202108,4571. 문래동롯데캐슬아파트,0,1
202108,4574. 영등포시장역 포레나영등포,0,2
202108,458. 광화문역 5번출구,6,3
202108,4603. 한강GS에클라트 건너편 교통섬,1,0
202108,4604. 원효로다목적체육관 앞,0,4
202108,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",3,3
202108,4607. 국립중앙박물관 -용산가족공원 앞,0,1
202108,4610. 한남나인원 105동 앞,4,2
202108,4612. 한남 준 J.FSS 앞,0,2
202108,4613. 서울갤러리아 앞,1,0
202108,4615. 크라운호텔앞 버스정류소,5,7
202108,4616. 신용산지하차도 앞,7,8
202108,4617. 동원베네스트 건너편,3,3
202108,4618. 풍전아파트 건너편,1,0
202108,4619. 한강트럼프월드3차 앞,2,4
202108,4620. 삼각지역 14번 출구 앞(교통섬),1,0
202108,4622. 한강중학교 앞 버스정류장,1,1
202108,4623. 라인프랜즈이태원점 앞,4,4
202108,4625. 용산공원갤러리앞,1,0
202108,4629. 한강초교보도육교 앞,1,4
202108,464. 삼청동 골목,1,1
202108,466.롯데호텔,0,1
202108,467.한국은행,3,4
202108,468.웨스틴 조선호텔,1,0
202108,470.회현역 7번출구,4,2
202108,4707. 청계3가 사거리,1,1
202108,4708. 조계사앞사거리(파리바케트앞),1,4
202108,471.회현사거리 남측,11,5
202108,4710. 자교교회 앞,1,0
202108,4713. 현대 뜨레비앙 아파트 앞,0,1
202108,472.삼일교(시그니쳐 타워),0,1
202108,474.동대문역사문화공원역 1번출구 뒤편,1,4
202108,475.DDP 패션몰,3,0
202108,4753. 우리은행 서소문금융센터,1,1
202108,476.광희문,3,0
202108,4761. 탐앤탐스 을지로3가점,1,1
202108,4765. 동대문디자인플라자,2,1
202108,4768. 서울도시건축전시관,0,1
202108,4776. 신세계면세점,5,1
202108,4784. 중부경찰서앞 사거리,1,2
202108,479.동대입구역 3번 출구,1,3
202108,4791. 명동역9번 출구,2,7
202108,4792. 퇴계로4가 교차로(중구청),1,3
202108,4794. 서울역 서부교차로(3),0,1
202108,4796. 부산은행,2,0
202108,480.약수역 6번 출구,1,0
202108,4804. 동서울농협 앞,2,2
202108,481.신당역 10번 출구,1,1
202108,484.도동삼거리,2,0
202108,485.서울역5번출구,2,1
202108,4857. 올림픽공원 장미광장,2,1
202108,4859. 잠실나루 나들목,1,4
202108,4863. 잠실나들목5,1,1
202108,4865. 한성백제역 1번출구 뒤,4,0
202108,4869. 잠실나들목6,2,2
202108,4870. 몽촌토성역 3번 출구,2,5
202108,491.월드컵파크 4단지,0,2
202108,493.홍대입구역 6번출구,9,3
202108,495.염리초등학교 앞,1,0
202108,497.합정동주민센터 앞,2,4
202108,498.연남동주민센터 앞,1,2
202108,502. 뚝섬유원지역 1번출구 앞,30,25
202108,505. 자양사거리 광진아크로텔 앞,2,0
202108,506. 금호 어울림 아파트 앞,1,0
202108,5063. 서남환경공원(방화동도시개발2단지방향),0,3
202108,508. 성수아카데미타워 앞,0,1
202108,509. 이마트 버스정류소 옆,3,2
202108,510. 서울숲 남문 버스정류소 옆,7,7
202108,511. 서울숲역 4번 출구 옆,6,6
202108,512. 뚝섬역 1번 출구 옆,1,0
202108,513. 뚝섬역 5번 출구 정류소 옆,1,1
202108,514. 성수사거리 버스정류장 앞,0,1
202108,515. 광양중학교 앞,6,7
202108,516. 광진메디칼 앞,1,0
202108,519. 양지사거리,0,1
202108,520. 상왕십리역 4번 출구 앞,0,8
202108,523. 옥수동성당 옆,5,2
202108,524. 래미안금호하이리버 아파트 102동 옆,1,1
202108,534. 금호사거리,0,2
202108,537. 한양대후문역 부근,3,1
202108,539. 군자교교차로,3,2
202108,542. 강변역 4번출구 뒤,3,1
202108,543. 구의공원(테크노마트 앞),0,1
202108,546. 잠실대교북단 교차로,1,0
202108,549. 아차산역 3번출구,0,1
202108,551. 구의삼성쉐르빌 앞,0,1
202108,559. 왕십리역 4번 출구 건너편,1,0
202108,560. 비전교회 앞,2,0
202108,561. 서울숲역 2번출구 앞,3,4
202108,565. 옥수역 3번출구,9,11
202108,567. 성수역 2번출구 앞,1,0
202108,578. 성동세무서 부근,1,0
202108,579. 마장역 4번출구,1,0
202108,582. 경일중학교 앞,2,0
202108,583. 청계천 생태교실 앞,5,2
202108,585. 성수2가1동 공영주차장 인근,1,4
202108,587. 유니베라 앞,3,3
202108,588. 뚝섬 유원지역,1,2
202108,589. 성수역3번출구,1,0
202108,592. 건국대학교 학생회관,2,5
202108,602. 장안동 사거리,1,0
202108,607. 신이문역 2번출구,1,0
202108,609. 제기2교,4,2
202108,616. 서울시립대 앞,0,1
202108,622. 전농사거리 교통섬,1,1
202108,624. 전농동 동아아파트 앞,0,1
202108,625. 답십리초등학교 앞(현대시장 옆),1,0
202108,626. 군자교 서측 녹지대,10,6
202108,631. 답십리역 1번출구,1,0
202108,633. 청량리 기업은행 앞,0,1
202108,634. 외국어대 정문 앞,10,3
202108,637. KAIST 경영대학 앞,3,5
202108,638. 서울시립대 정보기술관,1,1
202108,641. 용두역 4번출구,2,2
202108,643. 동대문구민체육센터 (육교아래),1,1
202108,646. 장한평역 1번출구 (국민은행앞),1,2
202108,650. 중랑교사거리,2,0
202108,654. 전농동 텃골공원,1,0
202108,658. 촬영소 사거리,1,1
202108,661. 경희대학교 청운관,1,2
202108,663. 외대앞역 4번출구,1,0
202108,666.이문대성유니드아파트 앞,3,3
202108,668.서울축산농협(장안지점),4,8
202108,669.청계한신휴플러스앞 삼거리,1,0
202108,670.삼육서울병원 버스정류장,1,1
202108,674.고대앞사거리 교통섬,1,0
202108,675.성복교회 앞 (장평교 아래),0,1
202108,680.꿈마루어린이도서관 앞,5,5
202108,708. 서울출입국관리사무소 앞,1,0
202108,749. 이대 목동병원 앞,0,1
202108,755. 목동1단지아파트 상가 앞,2,2
202108,762. 오목로 무중력지대 앞,0,1
202108,765. 오목교역 3번출구,0,2
202108,766. 신목동역 3번출구,0,1
202108,769.CBS방송국 앞,2,0
202108,"773.염창역 3, 4번 출구 사이",2,0
202108,"785.양천구청, 보건소 사잇길",1,1
202108,791.현대하이페리온,1,0
202108,802. 한강진역 2번 출구 앞,0,1
202108,807. 서울역 12번 출구 앞,7,10
202108,808. 서빙고동 금호맨션 앞,2,2
202108,809. 한남 유수지 복개주차장,4,6
202108,810. 이태원지하보도,2,8
202108,811. 녹사평역1번출구,1,0
202108,812. 용산전쟁기념관,2,0
202108,813. 삼각지역 3번출구,1,0
202108,815. LIG강촌아파트 103동앞,4,3
202108,816. 신용산역 6번출구 앞,11,4
202108,820. 청파동입구 교차로,4,3
202108,822. 이촌1동 마을공원,4,1
202108,825. 서빙고동 주민센터 앞,14,24
202108,826. 서울역 서부교차로2,3,5
202108,827. 국군복지단,2,0
202108,829. 베르가모앞,6,7
202108,831. 이태원관광특구입구,2,0
202108,832. 이촌1동 주민센터 뒤,2,1
202108,836. 현대자동차서비스 앞,1,0
202108,837. 한남나들목 입구,6,5
202108,838. 숙대입구역 4번출구,2,1
202108,839. 보광동 삼성리버빌아파트 앞,5,5
202108,840. 용산 파크타워 앞,2,1
202108,841. 신용산역 1번 출구,3,4
202108,843. 녹사평역 광장,3,2
202108,844. 이촌2동 동원베네스트 아파트 앞,1,5
202108,846. 용산중학교,2,1
202108,847. 국방부민원실옆,0,1
202108,848. 삼각지12번 출구,2,0
202108,849. 삼각지 자이아파트,4,4
202108,852.청암자이APT(103동),0,2
202108,853.용산역 맞은편,2,9
202108,854.HID 유족동지회 앞,0,1
202108,855.이촌역5번출구 앞,1,3
202108,857. 현대 안성타워,2,0
202108,858.녹사평역3번 출구,3,2
202108,860.LG한강 자이아파트 앞,5,7
202108,869.노들섬 동측 앞,2,2
202108,870.노들섬 서측 앞,8,8
202108,905. 구파발역 2번출구,2,2
202108,912. 응암오거리,1,0
202108,913. 이마트 은평점,1,1
202108,914. 새절역 2번출구,0,1
202108,915. 증산역 4번출구,3,2
202108,937. 상림마을 롯데캐슬2단지 옆,0,1
202108,950. 구산역 2번 출구 ,1,0
202108,954. 은평뉴타운구파발9단지,1,0
202108,996.응암역2번출구 국민은행 앞,1,0
202108,상담센터,2,0
202109,1004. 삼성광나루아파트 버스정류장,0,1
202109,1008. 암사역 3번출구(국민은행앞),1,0
202109,1009. 천호역4번출구(현대백화점),1,2
202109,1010. 강동세무서,1,0
202109,1011. LIGA 아파트 앞,3,3
202109,1014. 강동구평생학습관앞,1,1
202109,1018. 둔촌 주공 GS 맞은편,0,1
202109,102. 망원역 1번출구 앞,13,1
202109,1020. 강동경찰서,2,1
202109,1024.  강동구청 앞,2,0
202109,103. 망원역 2번출구 앞,8,15
202109,104. 합정역 1번출구 앞,3,1
202109,1042. 강일리버파크 2~5단지,0,1
202109,1044. 굽은다리역,1,0
202109,105. 합정역 5번출구 앞,1,3
202109,1057. 능골근린공원,0,1
202109,106. 합정역 7번출구 앞,13,29
202109,107. 신한은행 서교동금융센터점 앞,11,3
202109,1076.전자랜드 길동점,3,1
202109,1078.둔촌사거리,0,1
202109,108. 서교동 사거리,9,5
202109,1084. 윤선생빌딩(JYP사옥),7,2
202109,1085.래미안 솔베뉴(고덕로),1,0
202109,109. 제일빌딩 앞,9,4
202109,1105. 방화근린공원,0,1
202109,111. 상수역 2번출구 앞,6,21
202109,1117. 스타벅스앞,1,0
202109,112. 극동방송국 앞,14,17
202109,1122. 황금내근린공원,2,2
202109,1127. 화곡역(에이스정형외과앞) 버스정류장,1,0
202109,113. 홍대입구역 2번출구 앞,13,10
202109,1130. 화곡본동시장 버스정류장,0,1
202109,1131. 꿈돌이공원 앞,0,1
202109,114. 홍대입구역 8번출구 앞,19,18
202109,115. 마스타 빌딩 앞,8,7
202109,1150. 송정역 1번출구,0,2
202109,1151. 마곡역1번출구,1,0
202109,1157. 강서구청,1,1
202109,1158. 가양역 8번출구,1,0
202109,1159. 서서울모터리움앞,1,0
202109,116. 일진아이윌아파트 옆,11,1
202109,1169. 염창역 1번 출구,1,0
202109,117. 홍은사거리,1,0
202109,1173. 강서구청사거리(SH타워),1,0
202109,118. 광흥창역 2번출구 앞,2,0
202109,1182. KBS 스포츠월드,1,0
202109,119. 서강나루 공원,11,17
202109,1190. 마곡역 교차로(2번출구),1,0
202109,1195. 코오롱One&Only타워,0,1
202109,1196. 서울식물원(문화센터) 건너편,1,0
202109,1197. 엠펠리체 호텔 건너편,1,0
202109,1205. 종합운동장역 4번출구,2,2
202109,1206. 9호선종합운동장역 9번출구,0,2
202109,1207. 마천CU우방점 앞,0,1
202109,1209. 잠실나루역 (2번 출구 쪽),1,2
202109,1210. 롯데월드타워(잠실역2번출구 쪽),22,11
202109,1211. 방이삼거리,0,2
202109,1212. 송파역 2번 출구앞,2,0
202109,1215. 올림픽공원역 1번출구 앞,1,0
202109,1218. 방이역 4번출구,2,4
202109,1221. 삼전사거리 포스코더샵,1,1
202109,1222. 잠실새내역 5번 출구 뒤,4,1
202109,1224. 아시아지하보도 2번 출구,13,19
202109,1227. 거여역 8번출구 뒤,1,0
202109,1231. 잠실역 6번출구,2,3
202109,1232. 롯데마트 주차장 옆,5,4
202109,1233. 잠실3거리(갤러리아팰리스),1,1
202109,1235. 잠실트리지움310동 옆,0,2
202109,124. 서강대 정문 건너편,1,4
202109,1244. 문정 법조단지8,3,4
202109,1245. 문정 법조단지9,1,0
202109,1248. 방이초등학교,1,0
202109,125. 서강대 남문 옆,2,1
202109,1259. 방이역 1번출구,1,0
202109,126. 서강대 후문 옆,5,4
202109,1260. 방이동 한양3차아파트 옆,3,2
202109,1264. 천호역 10번 출구 앞,0,1
202109,1267. 올림픽공원 남2문 앞,2,1
202109,1268. 몽촌토성역 1번출구 옆,11,5
202109,1278. 송파구청 교차로,0,3
202109,128. 신촌역(2호선) 1번출구 옆,6,3
202109,1286. 위례중앙푸르지오 1단지 앞,1,0
202109,1289. 풍납동 자전거보관소,0,2
202109,129. 신촌역(2호선) 6번출구 옆,4,3
202109,1293. 석촌호교차로 (스타벅스 앞),3,0
202109,1295. 잠실역 8번출구,3,6
202109,1296. 석촌호수교차로 (송파나루근린공원 앞),1,6
202109,1297. 석촌호수교차로(동호 팔각정 앞),4,3
202109,130. 신촌역(2호선) 7번출구 앞,12,8
202109,1306. 한성대입구역2번출구,0,1
202109,1308. 안암로터리 버스정류장 앞,9,5
202109,131. 증산2교,4,3
202109,1315. 고려사대부속중고 정문,0,1
202109,1319. 종암사거리 분수대,1,0
202109,1321. 국민은행 종암동지점 앞,2,5
202109,1328. 월곡역 3번출구,1,2
202109,133. 해담는다리,2,2
202109,1332. 석계역 5번출구 건너편,0,1
202109,1337. 돈암성당 옆,4,1
202109,1338. 용문2교 옆,1,1
202109,134. 연세로 명물길,9,4
202109,135. 명물길 원형무대 앞,12,11
202109,1351. 안암2교 옆,2,1
202109,1354. 고려대학교 2번출구,9,3
202109,1355. 보문2교,5,1
202109,1362. 보문역6번출구 앞,2,0
202109,1363. 보문4교 인근,1,0
202109,1368. 성신여대입구 교차로,1,2
202109,1369. 미아사거리,0,1
202109,137. NH농협 신촌지점 앞,2,1
202109,1372. KEB은행 고대점,1,0
202109,138. 신촌동 제1공영주차장 앞,2,4
202109,1380.월곡역 5번출구 앞,2,0
202109,1385.성신여대입구역 3번출구 앞,0,2
202109,139. 연세대 정문 건너편,2,2
202109,140. 이화여대 후문,11,5
202109,1402. 금란주차장 앞,1,0
202109,1403. 중화빌딩 앞 (동부시장),0,1
202109,141. 연대 대운동장 옆,1,0
202109,1413. 봉화산역 5번출구 뒤,1,0
202109,143. 공덕역 2번출구,6,2
202109,1433. 중화역 2번출구,1,0
202109,1438. 홈플러스 신내점 앞,1,3
202109,144. 공덕역 8번출구,10,16
202109,1449. 상봉역 1번출구,0,1
202109,145. 공덕역 5번출구,4,0
202109,146. 마포역 2번출구 뒤,6,3
202109,1461.동양엔파트 앞,1,0
202109,147. 마포역 4번출구 뒤,5,6
202109,1470.중화동 우리은행 앞,1,1
202109,1471.동양쇼핑 정류소 앞,2,1
202109,148. 용강동 주민센터 앞,1,4
202109,150. 서강대역 2번출구 앞,9,4
202109,1503. 이디야 커피 수유역점 앞,4,3
202109,1506. 강북문화예술회관,1,0
202109,152. 마포구민체육센터 앞,9,13
202109,153. 성산2교 사거리,1,2
202109,1530. 광산사거리,2,3
202109,1535. 효성인텔리안 앞,0,1
202109,154. 마포구청역 ,1,1
202109,1545. 솔샘역 2번 출구,1,0
202109,1552. 강북구청사거리(던킨도너츠 앞),1,0
202109,1569.수유역2번출구,1,0
202109,158. 독립문 어린이 공원,0,1
202109,160. 북아현동 가구거리,1,1
202109,1608. 공릉역 1번 출구 앞,0,2
202109,1611. 과기대 입구(우),4,3
202109,1616. 하계2동 공항버스정류장 옆,0,1
202109,1625. 상계역(4번출구),2,2
202109,1628. 노일초등학교 앞,1,0
202109,1630. 수연빌딩 앞,1,2
202109,1636. 백병원 사거리 농협은행 앞,1,4
202109,1637. KT 노원점 건물 앞,2,2
202109,1639. 희성오피앙,1,1
202109,1640. 한내근린공원 북측,1,1
202109,1643. 태릉입구역 8번출구,1,1
202109,1650. 중계근린공원내,0,1
202109,1651. 맥도날드 상계점 앞,0,1
202109,1653. 노원역1번출구,0,1
202109,1655. 공릉1단지아파트,0,1
202109,1656. 중앙하이츠 아파트 입구,5,2
202109,1657. 노원구청 ,2,0
202109,1661. 당현천근린공원,1,1
202109,1668. 중계역 6번출구,1,0
202109,167. 연가초등학교 옆,7,0
202109,1674. 서울북부고용센터앞,3,1
202109,1677. 육군사관학교  앞,0,1
202109,1678. 성서대학교 밀알관,3,0
202109,1682. 중계종합사회복지관 교차로,1,0
202109,1686. 온수골사거리(스타벅스앞),1,1
202109,1690. 도봉운전면허시험장,1,0
202109,1693. 원자력 병원,1,0
202109,1716. 하나로마트 창동점,0,2
202109,173. 서대문역 8번출구 앞,3,0
202109,1743.창동19단지아파트 관리사무소앞,0,2
202109,1749. ESA아파트 상가 앞,1,0
202109,175. 홍연2교옆,2,0
202109,176. 명지대학교 도서관,3,2
202109,1761.방학중학교 앞,2,0
202109,180. 충정로역 7번출구 아래,3,1
202109,181. 망원초록길 입구,14,6
202109,1812. 갑을그레이트밸리 앞,1,0
202109,182. 망원2빗물펌프장 앞,6,15
202109,1827. 독산보도육교 앞 자전거 보관소,1,1
202109,183. 하늘채코오롱아파트 건너편,2,5
202109,1834. 월드메르디앙 벤처센터 2차,0,1
202109,1835. STX V타워,0,1
202109,1839. 수출의 다리 아래,1,0
202109,184. SK망원동주유소 건너편,1,4
202109,1848. 벽산 디지털밸리 5차,1,0
202109,185. 마포 신수공원 앞,7,6
202109,1851. 가산디지털단지 7번출구,1,1
202109,1858. 석수역1번출구 앞 (SK주유소),0,2
202109,186. 월드컵공원,13,5
202109,1867.대륭포스트타워6차 앞,0,1
202109,188. 홍은동 정원여중 입구,0,1
202109,1904. 도림천역 1번 출구 앞,2,3
202109,1906. 신도림역 1번 출구 앞,3,4
202109,1907. 구일우성(아) 육교 밑,0,1
202109,1911. 구로디지털단지역 앞,1,1
202109,1914. 대림역4번출구,3,1
202109,1925. 동양미래대학교 정문 옆,1,0
202109,1928. 고척스카이돔구장 광장,1,1
202109,1936. 개봉역 1번 출구 자전거보관서쪽,1,0
202109,194. 증산교 앞,0,1
202109,1946. 구로역 광장,1,0
202109,195. 모래내고가차도 ,2,1
202109,196. 연희교차로 인근,2,0
202109,1961. 신도림테크노근린공원,0,1
202109,1965. 삼환로즈빌아파트 105동 옆,1,1
202109,198. 충정2교,1,2
202109,1985. 구로도서관,2,10
202109,199. 서울 월드컵 경기장,1,0
202109,1991. 오류동역 맞은편,1,0
202109,1998. 고척교 교차로,0,1
202109,2002. 노들역 1번출구,5,6
202109,2003. 사육신공원앞,1,1
202109,2007. 유한양행앞,1,0
202109,201. 진미파라곤 앞,3,2
202109,2013. 장승배기역 5번출구,1,0
202109,2016. 신대방삼거리역 3번출구쪽,1,0
202109,202. 국민일보 앞,7,11
202109,2025. 흑석역 1번출구,33,36
202109,2026. 흑석역 4번출구,5,1
202109,2027. 중앙대학교 정문 1,8,1
202109,203. 국회의사당역 3번출구 옆,0,1
202109,2032. 이수역 11번출구쪽,4,2
202109,2033. 사당동 아르테스 웨딩앞,0,1
202109,2034. 사당역 7번출구쪽,2,2
202109,2036. 정금마을 마을버스정류장,0,1
