번호,신고일,구정보,주소,유형,조치일
20498,2021-12-27,송파구,서울특별시 송파구 송파동 188-4,"버스정류장, 택시 승강장",2021-12-27
20499,2021-12-27,관악구,서울특별시 관악구 봉천동 1732,보도와 차도가 구분된 도로의 차도,2021-12-27
20500,2021-12-27,관악구,서울특별시 관악구 신림동 409-4,"버스정류장, 택시 승강장",2021-12-27
20501,2021-12-27,광진구,서울특별시 광진구 화양동 31-73,보도 중앙,2021-12-27
20502,2021-12-27,송파구,서울특별시 송파구 잠실동 270,"버스정류장, 택시 승강장",2021-12-27
20503,2021-12-27,광진구,서울특별시 광진구 화양동 31-73,"횡단보도, 산책로 등",2021-12-27
20504,2021-12-27,송파구,서울특별시 송파구 가락동 124,"횡단보도, 산책로 등",2021-12-27
20505,2021-12-27,성북구,서울특별시 성북구 종암동 133-7,보도와 차도가 구분된 도로의 차도,2021-12-27
20506,2021-12-27,광진구,서울특별시 광진구 화양동 21-53,보도 중앙,2021-12-27
20507,2021-12-27,송파구,서울특별시 송파구 잠실동 262,"횡단보도, 산책로 등",2021-12-27
20508,2021-12-27,송파구,서울특별시 송파구 석촌동 299,"버스정류장, 택시 승강장",2021-12-27
20509,2021-12-27,광진구,서울특별시 광진구 화양동 21-53,보도 중앙,2021-12-27
20510,2021-12-27,용산구,서울특별시 용산구 이태원동 131-33,보도와 차도가 구분된 도로의 차도,2021-12-27
20511,2021-12-27,광진구,서울특별시 광진구 화양동 21-53,보도 중앙,2021-12-27
20512,2021-12-27,광진구,서울특별시 광진구 중곡동 157-24,지하철역 진출입로 및 주변,2021-12-27
20513,2021-12-27,송파구,서울특별시 송파구 잠실동 40-1,"버스정류장, 택시 승강장",2021-12-27
20514,2021-12-27,광진구,서울특별시 광진구 중곡동 157-25,지하철역 진출입로 및 주변,2021-12-27
20515,2021-12-27,도봉구,서울특별시 도봉구 방학동 720-35,"횡단보도, 산책로 등",2021-12-27
20516,2021-12-27,송파구,서울특별시 송파구 잠실동 27,"횡단보도, 산책로 등",2021-12-27
20517,2021-12-27,송파구,서울특별시 송파구 장지동 839-2,"횡단보도, 산책로 등",2021-12-27
20518,2021-12-27,노원구,서울특별시 노원구 상계동 739-4,보도와 차도가 구분된 도로의 차도,2021-12-27
20519,2021-12-27,성동구,서울특별시 성동구 성수동1가 694-3,"횡단보도, 산책로 등",2021-12-27
20520,2021-12-27,송파구,서울특별시 송파구 장지동 859,"횡단보도, 산책로 등",2021-12-27
20521,2021-12-27,관악구,서울특별시 관악구 남현동 1060-12,"점자블록, 엘리베이터 입구",2021-12-27
20522,2021-12-27,광진구,서울특별시 광진구 구의동 251-137,"점자블록, 엘리베이터 입구",2021-12-27
20523,2021-12-27,성동구,서울특별시 성동구 성수동2가 277-17,"버스정류장, 택시 승강장",2021-12-27
20524,2021-12-27,노원구,서울특별시 노원구 상계동 739,"횡단보도, 산책로 등",2021-12-27
20525,2021-12-27,광진구,서울특별시 광진구 자양동 227-1,"횡단보도, 산책로 등",2021-12-27
20526,2021-12-27,영등포구,서울특별시 영등포구 신길동 897-1,"점자블록, 엘리베이터 입구",2021-12-27
20527,2021-12-27,송파구,서울특별시 송파구 잠실동 252-5,기타,2021-12-27
20528,2021-12-27,영등포구,서울특별시 영등포구 대림동 779-1,보도와 차도가 구분된 도로의 차도,2021-12-27
20529,2021-12-27,관악구,서울특별시 관악구 신림동 1467-7,보도와 차도가 구분된 도로의 차도,2021-12-27
20530,2021-12-27,노원구,서울특별시 노원구 상계동 694-1,"버스정류장, 택시 승강장",2021-12-27
20531,2021-12-27,영등포구,서울특별시 영등포구 대림동 781,보도와 차도가 구분된 도로의 차도,2021-12-27
20532,2021-12-27,성동구,서울특별시 성동구 성수동2가 278-50,보도와 차도가 구분된 도로의 차도,2021-12-27
20533,2021-12-27,광진구,서울특별시 광진구 능동 339-2,지하철역 진출입로 및 주변,2021-12-27
20534,2021-12-27,광진구,서울특별시 광진구 자양동 658-14,"점자블록, 엘리베이터 입구",2021-12-27
20535,2021-12-27,송파구,서울특별시 송파구 오금동 44-3,"횡단보도, 산책로 등",2021-12-27
20536,2021-12-27,광진구,서울특별시 광진구 군자동 98,지하철역 진출입로 및 주변,2021-12-27
20537,2021-12-27,광진구,서울특별시 광진구 자양동 658-14,"버스정류장, 택시 승강장",2021-12-27
20538,2021-12-27,동작구,서울특별시 동작구 노량진동 267-67,보도와 차도가 구분된 도로의 차도,2021-12-27
20539,2021-12-27,동작구,서울특별시 동작구 사당동 708-529,보도와 차도가 구분된 도로의 차도,2021-12-27
20540,2021-12-27,성동구,서울특별시 성동구 성수동2가 836,보도와 차도가 구분된 도로의 차도,2021-12-27
20541,2021-12-27,광진구,서울특별시 광진구 군자동 98,"횡단보도, 산책로 등",2021-12-27
20542,2021-12-27,동작구,서울특별시 동작구 노량진동 284-33,보도와 차도가 구분된 도로의 차도,2021-12-27
20543,2021-12-27,광진구,서울특별시 광진구 자양동 658-14,"버스정류장, 택시 승강장",2021-12-27
20544,2021-12-27,송파구,서울특별시 송파구 방이동 213-1,"횡단보도, 산책로 등",2021-12-27
20545,2021-12-27,광진구,서울특별시 광진구 군자동 346-42,보도 중앙,2021-12-27
20546,2021-12-27,노원구,서울특별시 노원구 상계동 660,"버스정류장, 택시 승강장",2021-12-27
20547,2021-12-27,광진구,서울특별시 광진구 군자동 489,자전거 도로,2021-12-27
20548,2021-12-27,동작구,서울특별시 동작구 사당동 226-5,"횡단보도, 산책로 등",2021-12-27
20549,2021-12-27,송파구,서울특별시 송파구 방이동 209-7,보도와 차도가 구분된 도로의 차도,2021-12-27
20550,2021-12-27,은평구,서울특별시 은평구 갈현동 465-12,"버스정류장, 택시 승강장",2021-12-27
20551,2021-12-27,광진구,서울특별시 광진구 중곡동 659,"횡단보도, 산책로 등",2021-12-27
20552,2021-12-27,동작구,서울특별시 동작구 사당동 708-1029,"점자블록, 엘리베이터 입구",2021-12-27
20553,2021-12-27,광진구,서울특별시 광진구 자양동 227-348,"버스정류장, 택시 승강장",2021-12-27
20554,2021-12-27,광진구,서울특별시 광진구 중곡동 659,보도와 차도가 구분된 도로의 차도,2021-12-27
20555,2021-12-27,동작구,서울특별시 동작구 노량진동 323,보도와 차도가 구분된 도로의 차도,2021-12-27
20556,2021-12-27,광진구,서울특별시 광진구 자양동 227-348,"버스정류장, 택시 승강장",2021-12-27
20557,2021-12-27,광진구,서울특별시 광진구 자양동 727,보도 중앙,2021-12-27
20558,2021-12-27,영등포구,서울특별시 영등포구 영등포동8가 29-1,"횡단보도, 산책로 등",2021-12-27
20559,2021-12-27,구로구,서울특별시 구로구 구로동 3-121,"횡단보도, 산책로 등",2021-12-27
20560,2021-12-27,은평구,서울특별시 은평구 대조동 224-18,"버스정류장, 택시 승강장",2021-12-27
20561,2021-12-27,은평구,서울특별시 은평구 대조동 224-17,"버스정류장, 택시 승강장",2021-12-27
20562,2021-12-27,용산구,서울특별시 용산구 청암동 176,"횡단보도, 산책로 등",2021-12-27
20563,2021-12-27,은평구,서울특별시 은평구 대조동 224-18,"버스정류장, 택시 승강장",2021-12-27
20564,2021-12-27,광진구,서울특별시 광진구 자양동 1-1,"횡단보도, 산책로 등",2021-12-27
20565,2021-12-27,동작구,서울특별시 동작구 상도동 430,"버스정류장, 택시 승강장",2021-12-27
20566,2021-12-27,광진구,서울특별시 광진구 자양동 642,보도와 차도가 구분된 도로의 차도,2021-12-27
20567,2021-12-27,광진구,서울특별시 광진구 자양동 729-1,보도와 차도가 구분된 도로의 차도,2021-12-27
20568,2021-12-27,동작구,서울특별시 동작구 상도1동 528-1,"횡단보도, 산책로 등",2021-12-27
20569,2021-12-27,송파구,서울특별시 송파구 가락동 10-15,보도와 차도가 구분된 도로의 차도,2021-12-27
20570,2021-12-27,광진구,서울특별시 광진구 화양동 164-1,"횡단보도, 산책로 등",2021-12-27
20571,2021-12-27,영등포구,서울특별시 영등포구 당산동5가 1-1,"버스정류장, 택시 승강장",2021-12-27
20572,2021-12-27,동작구,서울특별시 동작구 상도1동 528-1,"횡단보도, 산책로 등",2021-12-27
20573,2021-12-27,구로구,서울특별시 구로구 구로동 212-14,"점자블록, 엘리베이터 입구",2021-12-27
20574,2021-12-27,광진구,서울특별시 광진구 자양동 578,"횡단보도, 산책로 등",2021-12-27
20575,2021-12-27,송파구,서울특별시 송파구 오금동 165-1,지하철역 진출입로 및 주변,2021-12-27
20576,2021-12-27,영등포구,서울특별시 영등포구 당산동5가 11-42,보도 중앙,2021-12-27
20577,2021-12-27,송파구,서울특별시 송파구 오금동 165-1,"버스정류장, 택시 승강장",2021-12-27
20578,2021-12-27,동작구,서울특별시 동작구 사당동 252-15,"버스정류장, 택시 승강장",2021-12-27
20579,2021-12-27,영등포구,서울특별시 영등포구 문래동6가 26-1,보도와 차도가 구분된 도로의 차도,2021-12-27
20580,2021-12-27,영등포구,서울특별시 영등포구 당산동4가 37-1,"횡단보도, 산책로 등",2021-12-27
20581,2021-12-27,동작구,서울특별시 동작구 상도동 535-1,보도와 차도가 구분된 도로의 차도,2021-12-27
20582,2021-12-27,광진구,서울특별시 광진구 군자동 47-2,자전거 도로,2021-12-27
20583,2021-12-27,광진구,서울특별시 광진구 구의동 251-15,보도 중앙,2021-12-27
20584,2021-12-27,동작구,서울특별시 동작구 상도동 535-1,보도와 차도가 구분된 도로의 차도,2021-12-27
20585,2021-12-27,광진구,서울특별시 광진구 군자동 47-1,자전거 도로,2021-12-27
20586,2021-12-27,구로구,서울특별시 구로구 구로동 191-7,"점자블록, 엘리베이터 입구",2021-12-27
20587,2021-12-27,성북구,서울특별시 성북구 보문동1가 88-2,보도와 차도가 구분된 도로의 차도,2021-12-27
20588,2021-12-27,광진구,서울특별시 광진구 군자동 47-1,자전거 도로,2021-12-27
20589,2021-12-27,광진구,서울특별시 광진구 화양동 523-1,보도 중앙,2021-12-27
20590,2021-12-27,구로구,서울특별시 구로구 구로동 222-14,보도와 차도가 구분된 도로의 차도,2021-12-27
20591,2021-12-27,광진구,서울특별시 광진구 군자동 499,"버스정류장, 택시 승강장",2021-12-27
20592,2021-12-27,구로구,서울특별시 구로구 구로동 222-15,보도와 차도가 구분된 도로의 차도,2021-12-27
20593,2021-12-27,광진구,서울특별시 광진구 화양동 302-24,"버스정류장, 택시 승강장",2021-12-27
20594,2021-12-27,구로구,서울특별시 구로구 구로동 222-14,보도와 차도가 구분된 도로의 차도,2021-12-27
20595,2021-12-27,동작구,서울특별시 동작구 사당동 708-1050,보도와 차도가 구분된 도로의 차도,2021-12-27
20596,2021-12-27,성북구,서울특별시 성북구 삼선동2가 232-15,보도와 차도가 구분된 도로의 차도,2021-12-27
20597,2021-12-27,광진구,서울특별시 광진구 화양동 523-1,"버스정류장, 택시 승강장",2021-12-27
20598,2021-12-27,광진구,서울특별시 광진구 군자동 499,"버스정류장, 택시 승강장",2021-12-27
20599,2021-12-27,강동구,서울특별시 강동구 상일동 산77-1,"횡단보도, 산책로 등",2021-12-27
20600,2021-12-27,광진구,서울특별시 광진구 군자동 499,"버스정류장, 택시 승강장",2021-12-27
20601,2021-12-28,용산구,서울특별시 용산구 청파동2가 144,"횡단보도, 산책로 등",2021-12-28
20602,2021-12-28,강북구,서울특별시 강북구 수유동 229-35,"횡단보도, 산책로 등",2021-12-28
20603,2021-12-28,영등포구,서울특별시 영등포구 문래동3가 68-1,"점자블록, 엘리베이터 입구",2021-12-28
20604,2021-12-28,용산구,서울특별시 용산구 서계동 217-2,"횡단보도, 산책로 등",2021-12-28
20605,2021-12-28,영등포구,서울특별시 영등포구 문래동3가 68-1,"점자블록, 엘리베이터 입구",2021-12-28
20606,2021-12-28,용산구,서울특별시 용산구 서계동 217-2,"횡단보도, 산책로 등",2021-12-28
20607,2021-12-28,강북구,서울특별시 강북구 미아동 194-1,"버스정류장, 택시 승강장",2021-12-28
20608,2021-12-28,용산구,서울특별시 용산구 청파동2가 1-169,보도와 차도가 구분된 도로의 차도,2021-12-28
20609,2021-12-28,관악구,서울특별시 관악구 신림동 10-207,"버스정류장, 택시 승강장",2021-12-28
20610,2021-12-28,강북구,서울특별시 강북구 미아동 194-1,보도와 차도가 구분된 도로의 차도,2021-12-28
20611,2021-12-28,강북구,서울특별시 강북구 미아동 194-1,보도와 차도가 구분된 도로의 차도,2021-12-28
20612,2021-12-28,동작구,서울특별시 동작구 사당동 134-1,"횡단보도, 산책로 등",2021-12-28
20613,2021-12-28,영등포구,서울특별시 영등포구 당산동 121-34,"버스정류장, 택시 승강장",2021-12-28
20614,2021-12-28,노원구,서울특별시 노원구 상계동 1287,"횡단보도, 산책로 등",2021-12-28
20615,2021-12-28,동작구,서울특별시 동작구 사당동 56-25,보도와 차도가 구분된 도로의 차도,2021-12-28
20616,2021-12-28,영등포구,서울특별시 영등포구 당산동6가 217-7,"버스정류장, 택시 승강장",2021-12-28
20617,2021-12-28,관악구,서울특별시 관악구 봉천동 100-569,보도와 차도가 구분된 도로의 차도,2021-12-28
20618,2021-12-28,중랑구,서울특별시 중랑구 상봉동 160-7,지하철역 진출입로 및 주변,2021-12-28
20619,2021-12-28,노원구,서울특별시 노원구 상계동 1262,보도와 차도가 구분된 도로의 차도,2021-12-28
20620,2021-12-28,동작구,서울특별시 동작구 본동 148-9,"점자블록, 엘리베이터 입구",2021-12-28
20621,2021-12-28,관악구,서울특별시 관악구 봉천동 196-226,보도와 차도가 구분된 도로의 차도,2021-12-28
20622,2021-12-28,관악구,서울특별시 관악구 봉천동 1693-62,"버스정류장, 택시 승강장",2021-12-28
20623,2021-12-28,관악구,서울특별시 관악구 봉천동 1717-13,"횡단보도, 산책로 등",2021-12-28
20624,2021-12-28,영등포구,서울특별시 영등포구 양평동2가 35-12,"점자블록, 엘리베이터 입구",2021-12-28
20625,2021-12-28,관악구,서울특별시 관악구 봉천동 1717,보도와 차도가 구분된 도로의 차도,2021-12-28
20626,2021-12-28,동작구,서울특별시 동작구 대방동 335-2,지하철역 진출입로 및 주변,2021-12-28
20627,2021-12-28,관악구,서울특별시 관악구 봉천동 978-5,"횡단보도, 산책로 등",2021-12-28
20628,2021-12-28,도봉구,서울특별시 도봉구 창동 38,"버스정류장, 택시 승강장",2021-12-28
20629,2021-12-28,영등포구,서울특별시 영등포구 여의도동 26-4,"점자블록, 엘리베이터 입구",2021-12-28
20630,2021-12-28,관악구,서울특별시 관악구 신림동 1467-5,지하철역 진출입로 및 주변,2021-12-28
20631,2021-12-28,관악구,서울특별시 관악구 봉천동 1712,"횡단보도, 산책로 등",2021-12-28
20632,2021-12-28,도봉구,서울특별시 도봉구 방학동 740,보도와 차도가 구분된 도로의 차도,2021-12-28
20633,2021-12-28,관악구,서울특별시 관악구 봉천동 1718-10,"버스정류장, 택시 승강장",2021-12-28
20634,2021-12-28,관악구,서울특별시 관악구 봉천동 1718-10,"버스정류장, 택시 승강장",2021-12-28
20635,2021-12-28,성동구,서울특별시 성동구 성수동2가 289-30,보도와 차도가 구분된 도로의 차도,2021-12-28
20636,2021-12-28,영등포구,서울특별시 영등포구 여의도동 4-3,"횡단보도, 산책로 등",2021-12-28
20637,2021-12-28,성동구,서울특별시 성동구 성수동2가 289-30,"횡단보도, 산책로 등",2021-12-28
20638,2021-12-28,강서구,서울특별시 강서구 가양동 14-26,지하철역 진출입로 및 주변,2021-12-28
20639,2021-12-28,중랑구,서울특별시 중랑구 면목동 694,보도와 차도가 구분된 도로의 차도,2021-12-28
20640,2021-12-28,강서구,서울특별시 강서구 가양동 448,지하철역 진출입로 및 주변,2021-12-28
20641,2021-12-28,강서구,서울특별시 강서구 가양동 448,지하철역 진출입로 및 주변,2021-12-28
20642,2021-12-28,강서구,서울특별시 강서구 가양동 448-17,지하철역 진출입로 및 주변,2021-12-28
20643,2021-12-28,양천구,서울특별시 양천구 목동 927-8,"횡단보도, 산책로 등",2021-12-28
20644,2021-12-28,용산구,서울특별시 용산구 한남동 721-8,"횡단보도, 산책로 등",2021-12-28
20645,2021-12-28,송파구,서울특별시 송파구 잠실동 35-7,"버스정류장, 택시 승강장",2021-12-28
20646,2021-12-28,중랑구,서울특별시 중랑구 중화동 208-15,보도와 차도가 구분된 도로의 차도,2021-12-28
20647,2021-12-28,강동구,서울특별시 강동구 강일동 675-4,"횡단보도, 산책로 등",2021-12-28
20648,2021-12-28,송파구,서울특별시 송파구 잠실동 35-7,"버스정류장, 택시 승강장",2021-12-28
20649,2021-12-28,송파구,서울특별시 송파구 잠실동 35-7,"버스정류장, 택시 승강장",2021-12-28
20650,2021-12-28,송파구,서울특별시 송파구 잠실동 38,"횡단보도, 산책로 등",2021-12-28
20651,2021-12-28,강동구,서울특별시 강동구 둔촌동 72-9,"횡단보도, 산책로 등",2021-12-28
20652,2021-12-28,종로구,서울특별시 종로구 화동 119-2,"점자블록, 엘리베이터 입구",2021-12-28
20653,2021-12-28,양천구,서울특별시 양천구 목동 903-4,"횡단보도, 산책로 등",2021-12-28
20654,2021-12-28,종로구,서울특별시 종로구 계동 149-6,"횡단보도, 산책로 등",2021-12-28
20655,2021-12-28,양천구,서울특별시 양천구 목동 903,"버스정류장, 택시 승강장",2021-12-28
20656,2021-12-28,용산구,서울특별시 용산구 이촌동 422,보도와 차도가 구분된 도로의 차도,2021-12-28
20657,2021-12-28,양천구,서울특별시 양천구 목동 903-5,"횡단보도, 산책로 등",2021-12-28
20658,2021-12-28,종로구,서울특별시 종로구 명륜1가 14-1,보도와 차도가 구분된 도로의 차도,2021-12-28
20659,2021-12-28,양천구,서울특별시 양천구 목동 903-5,"횡단보도, 산책로 등",2021-12-28
20660,2021-12-28,양천구,서울특별시 양천구 목동 903-5,"횡단보도, 산책로 등",2021-12-28
20661,2021-12-28,양천구,서울특별시 양천구 목동 903-5,"횡단보도, 산책로 등",2021-12-28
20662,2021-12-28,도봉구,서울특별시 도봉구 방학동 726-17,"버스정류장, 택시 승강장",2021-12-28
20663,2021-12-28,관악구,서울특별시 관악구 신림동 1669-6,보도와 차도가 구분된 도로의 차도,2021-12-28
20664,2021-12-28,도봉구,서울특별시 도봉구 방학동 726-17,"버스정류장, 택시 승강장",2021-12-28
20665,2021-12-28,도봉구,서울특별시 도봉구 방학동 726-17,"버스정류장, 택시 승강장",2021-12-28
20666,2021-12-28,영등포구,서울특별시 영등포구 양평동5가 66-1,"버스정류장, 택시 승강장",2021-12-28
20667,2021-12-28,관악구,서울특별시 관악구 봉천동 979-8,"점자블록, 엘리베이터 입구",2021-12-28
20668,2021-12-28,관악구,서울특별시 관악구 봉천동 979-7,지하철역 진출입로 및 주변,2021-12-28
20669,2021-12-28,양천구,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구",2021-12-28
20670,2021-12-28,양천구,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,2021-12-28
20671,2021-12-28,관악구,서울특별시 관악구 신림동 1676-18,보도와 차도가 구분된 도로의 차도,2021-12-28
20672,2021-12-28,도봉구,서울특별시 도봉구 창동 24,보도와 차도가 구분된 도로의 차도,2021-12-28
20673,2021-12-28,관악구,서울특별시 관악구 봉천동 1735-1,"횡단보도, 산책로 등",2021-12-28
20674,2021-12-28,양천구,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구",2021-12-28
20675,2021-12-28,도봉구,서울특별시 도봉구 창동 24,보도와 차도가 구분된 도로의 차도,2021-12-28
20676,2021-12-28,송파구,서울특별시 송파구 잠실동 39,"버스정류장, 택시 승강장",2021-12-28
20677,2021-12-28,송파구,서울특별시 송파구 석촌동 195,"버스정류장, 택시 승강장",2021-12-28
20678,2021-12-28,노원구,서울특별시 노원구 중계동 377,보도와 차도가 구분된 도로의 차도,2021-12-28
20679,2021-12-28,양천구,서울특별시 양천구 목동 927-10,"횡단보도, 산책로 등",2021-12-28
20680,2021-12-28,송파구,서울특별시 송파구 잠실동 40-1,"횡단보도, 산책로 등",2021-12-28
20681,2021-12-28,관악구,서울특별시 관악구 봉천동 862-19,지하철역 진출입로 및 주변,2021-12-28
20682,2021-12-28,노원구,서울특별시 노원구 중계동 377,보도와 차도가 구분된 도로의 차도,2021-12-28
20683,2021-12-28,송파구,서울특별시 송파구 잠실동 270,"버스정류장, 택시 승강장",2021-12-28
20684,2021-12-28,용산구,서울특별시 용산구 이촌동 301-133,"횡단보도, 산책로 등",2021-12-28
20685,2021-12-28,송파구,서울특별시 송파구 잠실동 48,"횡단보도, 산책로 등",2021-12-28
20686,2021-12-28,도봉구,서울특별시 도봉구 도봉동 629-6,"버스정류장, 택시 승강장",2021-12-28
20687,2021-12-28,송파구,서울특별시 송파구 잠실동 20,"횡단보도, 산책로 등",2021-12-28
20688,2021-12-28,관악구,서울특별시 관악구 남현동 1066-3,보도와 차도가 구분된 도로의 차도,2021-12-28
20689,2021-12-28,양천구,서울특별시 양천구 신정동 1142,보도와 차도가 구분된 도로의 차도,2021-12-28
20690,2021-12-28,노원구,서울특별시 노원구 공릉동 172,"버스정류장, 택시 승강장",2021-12-28
20691,2021-12-28,용산구,서울특별시 용산구 서빙고동 271-105,"횡단보도, 산책로 등",2021-12-28
20692,2021-12-28,용산구,서울특별시 용산구 서빙고동 271-105,"횡단보도, 산책로 등",2021-12-28
20693,2021-12-28,송파구,서울특별시 송파구 방이동 217-2,"버스정류장, 택시 승강장",2021-12-28
20694,2021-12-28,중랑구,서울특별시 중랑구 신내동 654,보도 중앙,2021-12-28
20695,2021-12-28,성동구,서울특별시 성동구 성수동1가 676-5,보도와 차도가 구분된 도로의 차도,2021-12-28
20696,2021-12-28,송파구,서울특별시 송파구 오금동 17-20,"점자블록, 엘리베이터 입구",2021-12-28
20697,2021-12-28,영등포구,서울특별시 영등포구 신길동 110-6,"점자블록, 엘리베이터 입구",2021-12-28
20698,2021-12-28,동작구,서울특별시 동작구 상도1동 676-3,지하철역 진출입로 및 주변,2021-12-28
20699,2021-12-28,용산구,서울특별시 용산구 한남동 27-2,"횡단보도, 산책로 등",2021-12-28
20700,2021-12-28,성북구,서울특별시 성북구 석관동 384-8,보도와 차도가 구분된 도로의 차도,2021-12-28
20701,2021-12-28,송파구,서울특별시 송파구 오금동 17-20,"횡단보도, 산책로 등",2021-12-28
20702,2021-12-28,노원구,서울특별시 노원구 공릉동 616-4,"버스정류장, 택시 승강장",2021-12-28
20703,2021-12-28,양천구,서울특별시 양천구 신월동 824,"횡단보도, 산책로 등",2021-12-28
20704,2021-12-28,성동구,서울특별시 성동구 성수동1가 668-11,보도와 차도가 구분된 도로의 차도,2021-12-28
20705,2021-12-28,종로구,서울특별시 종로구 공평동 17,"횡단보도, 산책로 등",2021-12-28
20706,2021-12-28,노원구,서울특별시 노원구 공릉동 670-2,지하철역 진출입로 및 주변,2021-12-28
20707,2021-12-28,구로구,서울특별시 구로구 신도림동 390-36,"횡단보도, 산책로 등",2021-12-28
20708,2021-12-28,성북구,서울특별시 성북구 석관동 73-24,보도와 차도가 구분된 도로의 차도,2021-12-28
20709,2021-12-28,성동구,서울특별시 성동구 성수동1가 668-11,"점자블록, 엘리베이터 입구",2021-12-28
20710,2021-12-28,영등포구,서울특별시 영등포구 여의도동 3-4,"횡단보도, 산책로 등",2021-12-28
20711,2021-12-28,양천구,서울특별시 양천구 신월동 99-30,보도와 차도가 구분된 도로의 차도,2021-12-28
20712,2021-12-28,양천구,서울특별시 양천구 신월동 793,보도와 차도가 구분된 도로의 차도,2021-12-28
20713,2021-12-28,영등포구,서울특별시 영등포구 신길동 505,"점자블록, 엘리베이터 입구",2021-12-28
20714,2021-12-28,강서구,서울특별시 강서구 화곡동 1075-7,지하철역 진출입로 및 주변,2021-12-28
20715,2021-12-28,강서구,서울특별시 강서구 화곡동 1089-54,지하철역 진출입로 및 주변,2021-12-28
20716,2021-12-28,강서구,서울특별시 강서구 화곡동 1075-12,지하철역 진출입로 및 주변,2021-12-28
20717,2021-12-28,영등포구,서울특별시 영등포구 여의도동 25-1,"점자블록, 엘리베이터 입구",2021-12-28
20718,2021-12-28,강서구,서울특별시 강서구 화곡동 1075-7,지하철역 진출입로 및 주변,2021-12-28
20719,2021-12-28,강북구,서울특별시 강북구 미아동 231,"횡단보도, 산책로 등",2021-12-28
20720,2021-12-28,송파구,서울특별시 송파구 오금동 44-2,"버스정류장, 택시 승강장",2021-12-28
20721,2021-12-28,노원구,서울특별시 노원구 공릉동 318-3,보도와 차도가 구분된 도로의 차도,2021-12-28
20722,2021-12-28,동작구,서울특별시 동작구 사당동 1129,"버스정류장, 택시 승강장",2021-12-28
20723,2021-12-28,구로구,서울특별시 구로구 구로동 50-1,보도와 차도가 구분된 도로의 차도,2021-12-28
20724,2021-12-28,송파구,서울특별시 송파구 오금동 44-2,"버스정류장, 택시 승강장",2021-12-28
20725,2021-12-28,영등포구,서울특별시 영등포구 여의도동 16-1,"횡단보도, 산책로 등",2021-12-28
20726,2021-12-28,동작구,서울특별시 동작구 흑석동 336-7,"버스정류장, 택시 승강장",2021-12-28
20727,2021-12-28,노원구,서울특별시 노원구 공릉동 481-6,"버스정류장, 택시 승강장",2021-12-28
20728,2021-12-28,노원구,서울특별시 노원구 월계동 383-2,"점자블록, 엘리베이터 입구",2021-12-28
20729,2021-12-28,용산구,서울특별시 용산구 용문동 5-263,"횡단보도, 산책로 등",2021-12-28
20730,2021-12-28,강북구,서울특별시 강북구 미아동 860-68,"횡단보도, 산책로 등",2021-12-28
20731,2021-12-28,성동구,서울특별시 성동구 행당동 289-1,"횡단보도, 산책로 등",2021-12-28
20732,2021-12-28,송파구,서울특별시 송파구 오금동 51,"버스정류장, 택시 승강장",2021-12-28
20733,2021-12-28,송파구,서울특별시 송파구 문정동 315-2,"점자블록, 엘리베이터 입구",2021-12-28
20734,2021-12-28,노원구,서울특별시 노원구 하계동 270,지하철역 진출입로 및 주변,2021-12-28
20735,2021-12-28,용산구,서울특별시 용산구 도원동 28,"버스정류장, 택시 승강장",2021-12-28
20736,2021-12-28,동작구,서울특별시 동작구 사당동 1134,보도와 차도가 구분된 도로의 차도,2021-12-28
20737,2021-12-28,송파구,서울특별시 송파구 문정동 325-2,보도와 차도가 구분된 도로의 차도,2021-12-28
20738,2021-12-28,송파구,서울특별시 송파구 문정동 209-1,"횡단보도, 산책로 등",2021-12-28
20739,2021-12-28,송파구,서울특별시 송파구 문정동 325-6,보도와 차도가 구분된 도로의 차도,2021-12-28
20740,2021-12-28,노원구,서울특별시 노원구 상계동 602-5,"횡단보도, 산책로 등",2021-12-28
20741,2021-12-28,동작구,서울특별시 동작구 상도동 512-7,기타,2021-12-28
20742,2021-12-28,구로구,서울특별시 구로구 구로동 795-1,보도와 차도가 구분된 도로의 차도,2021-12-28
20743,2021-12-28,성북구,서울특별시 성북구 하월곡동 222,"점자블록, 엘리베이터 입구",2021-12-28
20744,2021-12-28,용산구,서울특별시 용산구 한강로3가 40-999,보도와 차도가 구분된 도로의 차도,2021-12-28
20745,2021-12-28,영등포구,서울특별시 영등포구 대림동 697-1,보도와 차도가 구분된 도로의 차도,2021-12-28
20746,2021-12-28,영등포구,서울특별시 영등포구 대림동 697-1,보도와 차도가 구분된 도로의 차도,2021-12-28
20747,2021-12-28,동작구,서울특별시 동작구 상도동 512-7,보도와 차도가 구분된 도로의 차도,2021-12-28
20748,2021-12-28,영등포구,서울특별시 영등포구 여의도동 8,"횡단보도, 산책로 등",2021-12-28
20749,2021-12-28,송파구,서울특별시 송파구 가락동 99-1,"횡단보도, 산책로 등",2021-12-28
20750,2021-12-28,구로구,서울특별시 구로구 가리봉동 127-30,"버스정류장, 택시 승강장",2021-12-28
20751,2021-12-28,송파구,서울특별시 송파구 가락동 78-3,"횡단보도, 산책로 등",2021-12-28
20752,2021-12-28,용산구,서울특별시 용산구 청파동1가 180-6,보도와 차도가 구분된 도로의 차도,2021-12-28
